college,price
Miller-Motte College-Greenville,17452.00
Virginia Union University,17449.00
Santa Barbara Business College-Bakersfield,17449.00
St Louis College of Health Careers-St Louis,17436.00
Sanford-Brown College-Phoenix,17424.00
Mildred Elley,17414.00
Malone University,17405.00
Hodges University,17399.00
California Christian College,17395.00
Bob Jones University,17394.00
Northcoast Medical Training Academy,17366.00
National College-Stow,17364.00
Niagara University,17355.00
Heritage Valley Sewickley School of Nursing,17353.00
Rabbinical College of Ohr Shimon Yisroel,17345.00
Ecclesia College,17342.00
Independence University,17338.00
National American University-Zona Rosa,17335.00
Triangle Tech Inc-Erie,17333.00
Lewis University,17332.00
Kettering College of Medical Arts,17324.00
Huntingdon College,17317.00
Vatterott College-Springfield,17314.00
Cornerstone University,17304.00
Southeastern University,17300.00
Our Lady of Holy Cross College,17284.00
Ashford University,17277.00
College America-Denver,17273.00
Harrison College-Columbus,17256.00
Triangle Tech Inc-Sunbury,17256.00
Adrian College,17253.00
University of Mobile,17247.00
Eagle Gate College-Salt Lake City,17247.00
Meredith College,17246.00
Rasmussen College-Wisconsin,17246.00
Harrison College-Fort Wayne,17245.00
Baptist Bible College and Seminary,17244.00
Boise Bible College,17243.00
D'Youville College,17239.00
Concordia University-Seward,17236.00
Marylhurst University,17225.00
Simpson University,17207.00
The Richard Stockton College of New Jersey,17194.00
American Baptist College,17185.00
Olivet College,17183.00
Vatterott College-Quincy,17183.00
Northland International University,17173.00
Crossroads College,17172.00
Heald College-Salinas,17171.00
Art Academy of Cincinnati,17169.00
King College,17158.00
Mount Marty College,17147.00
Vatterott College-Spring Valley,17145.00
Eastern Connecticut State University,17135.00
William Jessup University,17120.00
Harrison College-Indianapolis East,17101.00
City College-Altamonte Springs,17100.00
Waldorf College,17095.00
Stautzenberger College-Maumee,17087.00
Cincinnati Christian University,17079.00
Trinity International University-Illinois,17075.00
Fortis College-Columbus,17071.00
Central California School,17067.00
Soka University of America,17063.00
San Joaquin Valley College_Hesperia,17048.00
Provo College_American Fork,17047.00
Catawba College,17045.00
Harrison College-Anderson,17041.00
Upper Iowa University,17036.00
University of Saint Mary,17034.00
American Health Institute,17034.00
University of Phoenix-Washington DC Campus,17032.00
Wisconsin Lutheran College,17018.00
Judson College,17016.00
Triangle Tech Inc-Bethlehem,17016.00
Pine Manor College,17015.00
Manor College,16998.00
Howard Payne University,16991.00
Trinity Lutheran College,16987.00
Clearwater Christian College,16985.00
The Sage Colleges,16982.00
Sterling College,16975.00
Global Business Institute,16968.00
Harrison College-Indianapolis,16966.00
Lincoln College,16957.00
Newberry College,16952.00
Career Technical College-Monroe,16949.00
Yorktowne Business Institute,16947.00
University of Saint Francis-Fort Wayne,16936.00
Missouri Tech,16923.00
Baton Rouge College,16919.00
Bethany College,16904.00
Ohio State University Agricultural Technical Institute,16896.00
California University of Pennsylvania,16892.00
Texas Lutheran University,16892.00
Institute of Business and Medical Careers,16892.00
Grand View University,16884.00
Georgetown College,16865.00
Bethany College,16859.00
Kuyper College,16855.00
Southwestern Christian University,16851.00
Maine Maritime Academy,16850.00
Rasmussen College-Florida,16845.00
Four Rivers Career Center,16828.00
Finlandia University,16827.00
Eagle Gate College-Murray,16825.00
Sanford-Brown College-St Peters,16822.00
Freed-Hardeman University,16821.00
Vatterott College-Kansas City,16821.00
Longwood University,16816.00
Concordia University-Chicago,16807.00
Kentucky Christian University,16800.00
Vatterott College-Des Moines,16800.00
Herzing University-Atlanta,16796.00
Cooper Union for the Advancement of Science and Art,16794.00
Dakota Wesleyan University,16791.00
Buena Vista University,16786.00
Capitol College,16784.00
Toccoa Falls College,16784.00
Sanford-Brown College-Hazelwood,16780.00
Grand Canyon University,16776.00
Howard University,16771.00
Grace College and Theological Seminary,16765.00
Herzing University-Minneapolis,16762.00
Sanford-Brown Institute-Monroeville,16758.00
University of Pikeville,16746.00
The College of Idaho,16742.00
University of Minnesota-Rochester,16740.00
Northwood University-Michigan,16739.00
Iowa Health-Des Moines School of Radiologic Technology,16730.00
Miami-Jacobs Career College-Springboro,16723.00
William Penn University,16708.00
Du Bois Business College-Huntingdon,16705.00
Clemson University,16697.00
Urbana University,16654.00
Ecotech Institute,16653.00
Hussian School of Art,16653.00
Blue Cliff College-Metairie,16650.00
Arlington Baptist College,16648.00
Saint Vincent College,16645.00
Vet Tech Institute of Houston,16645.00
University of the Incarnate Word,16631.00
Saint Peter's College,16614.00
Memorial Hospital School of Nursing,16613.00
Briar Cliff University,16610.00
Baker College Center for Graduate Studies,16602.00
Massachusetts College of Art and Design,16601.00
Aurora University,16596.00
Florida College,16595.00
University of Phoenix-Online Campus,16585.00
Nossi College of Art,16584.00
Virginia College-Baton Rouge,16580.00
Northern Illinois University,16568.00
Great Lakes Christian College,16568.00
Vatterott College-Tulsa,16564.00
Newman University,16551.00
Career College Consultants,16517.00
Pennsylvania State University-Penn State Greater Allegheny,16515.00
The Christ College of Nursing and Health Sciences,16507.00
Texas County Technical College,16502.00
Palmer College of Chiropractic-Davenport,16501.00
Life Pacific College,16499.00
Bethune-Cookman University,16497.00
Lincoln College of Technology-Franklin LCT,16495.00
Williams College,16493.00
Trinity Bible College,16488.00
National College-Dayton,16486.00
Herzing University-Kenner,16480.00
Oak Hills Christian College,16473.00
Martin University,16469.00
University of Missouri-St Louis,16465.00
Presbyterian College,16465.00
Ohio Business College-Sheffield,16465.00
Muskingum University,16462.00
Harrison College-Lafayette,16454.00
New England School of Communications,16446.00
Ohio Business College-Sandusky,16445.00
Saint Leo University,16441.00
Kean University,16431.00
Bethel College-North Newton,16429.00
Westwood College-Denver North,16428.00
Maryville College,16425.00
Miami-Jacobs Career College-Columbus,16423.00
Davenport University,16402.00
Stillman College,16398.00
Wood Tobe-Coburn School,16379.00
Culver-Stockton College,16378.00
Converse College,16377.00
John Brown University,16368.00
Embry-Riddle Aeronautical University-Worldwide,16351.00
Caldwell College,16349.00
Ohio Business College-Columbus,16345.00
Shaw University,16329.00
Southwest Florida College,16327.00
Sanford-Brown College-Boston,16320.00
Washington Hospital School of Nursing,16317.00
Pennsylvania State University-Penn State Dubois,16308.00
Washington Adventist University,16303.00
Miami-Jacobs Career College-Dayton,16302.00
Northwestern Institute of Health and Technology,16300.00
Benedict College,16296.00
Virginia University of Lynchburg,16296.00
Huntington University,16290.00
West Virginia Wesleyan College,16290.00
York College,16289.00
Aultman College of Nursing and Health Sciences,16271.00
Francis Marion University,16267.00
Maharishi University of Management,16261.00
The University of Alabama,16255.00
Huston-Tillotson University,16254.00
American Indian College of the Assemblies of God Inc,16246.00
Vatterott College-Berkeley,16241.00
Fox College Inc,16239.00
Nazarene Bible College,16233.00
Triangle Tech Inc-Dubois,16232.00
Eureka College,16221.00
Brewton-Parker College,16220.00
Miller-Motte Technical College-Chattanooga,16207.00
Central Yeshiva Tomchei Tmimim Lubavitz,16187.00
National College-Youngstown,16186.00
Bowling Green State University-Main Campus,16184.00
Harrison College-Northwest,16180.00
Ave Maria University,16175.00
Bryant and Stratton College-Eastlake,16164.00
Miller-Motte College-Wilmington,16158.00
University of Massachusetts Amherst,16145.00
J Everett Light Career Center,16133.00
College of Business and Technology-Flagler,16126.00
South Carolina State University,16124.00
Vatterott College-Cleveland,16114.00
Fortis College-Phoenix,16111.00
Central Christian College of Kansas,16102.00
MacMurray College,16101.00
Saint Pauls College,16100.00
University of the District of Columbia,16084.00
Missouri College,16076.00
Florida Hospital College of Health Sciences,16070.00
Capella University,16066.00
Virginia College-Columbia,16063.00
PJA School,16046.00
Trevecca Nazarene University,16038.00
San Joaquin Valley College-Visalia,16034.00
Saint Xavier University,16027.00
University of Minnesota-Twin Cities,16019.00
University of Pittsburgh-Johnstown,16019.00
Bryant and Stratton College-Parma,16019.00
University of Minnesota-Duluth,16018.00
Bloomfield College,16011.00
Central Methodist University-College of Liberal Arts & Sciences,16002.00
Miller-Motte College-Cary,15977.00
National College-Salem,15966.00
College of the Atlantic,15958.00
Inver Hills Community College,15958.00
World Mission University,15936.00
Miami-Jacobs Career College,15930.00
West Virginia Junior College-Morgantown,15928.00
Pennsylvania State University-Penn State Beaver,15925.00
Rutgers University-New Brunswick,15905.00
Chowan University,15905.00
Davis & Elkins College,15898.00
Harrison College-Grove City,15898.00
Miller-Motte College-Raleigh,15891.00
Virginia College-Macon,15887.00
Wright State University-Main Campus,15886.00
Michigan Career and Technical Institute,15879.00
McKendree University,15878.00
Oakland City University,15865.00
College of Charleston,15862.00
Erskine College and Seminary,15859.00
Vatterott College-Wichita,15857.00
New York Institute of English and Business,15849.00
Bethel University,15846.00
Milligan College,15840.00
Salem International University,15835.00
Mercy Hospital School of Nursing,15816.00
Herzing University-Madison,15815.00
Piedmont International University,15814.00
Virginia College-Augusta,15809.00
Winona State University,15807.00
Miami-Jacobs Career College-Troy,15799.00
St Luke's College,15797.00
Virginia College-Biloxi,15794.00
Ursuline College,15768.00
International Professional School of Bodywork,15767.00
Touro College Los Angeles,15766.00
University of Missouri-Columbia,15759.00
Ottawa University-Ottawa,15756.00
Sinte Gleska University,15754.00
The Reading Hospital School of Health Sciences,15754.00
Vermont Technical College,15739.00
Bryant & Stratton College-Cleveland,15733.00
National College-Cincinnati,15722.00
River Valley Community College,15716.00
Dominican University,15709.00
University of Pittsburgh-Bradford,15693.00
East Texas Baptist University,15689.00
Tusculum College,15689.00
National American University-Ellsworth AFB Extension,15679.00
Rochester College,15668.00
North Hennepin Community College,15666.00
Jamestown College,15651.00
Lindsey Wilson College,15645.00
San Joaquin Valley College-Bakersfield,15617.00
Ridge Career Center,15611.00
University of Illinois at Urbana-Champaign,15610.00
Daemen College,15609.00
Bacone College,15601.00
San Joaquin Valley College-Fresno,15592.00
University of California-Berkeley,15589.00
Southwest Baptist University,15588.00
Providence Christian College,15582.00
Fortis College-Montgomery,15580.00
Great Bay Community College,15566.00
SUNY College of Environmental Science and Forestry,15565.00
Southern Illinois University Edwardsville,15562.00
Winthrop University,15557.00
Fortis College-Landover,15557.00
College of Business and Technology-Hialeah,15536.00
Vatterott Career College-Memphis Dividend Drive,15531.00
National American University-Albuquerque,15530.00
Virginia College-Pensacola,15525.00
Western Governors University,15521.00
Oregon State University,15520.00
Rowan University,15518.00
Anderson University,15517.00
Trident University International,15517.00
Saint Gregorys University,15505.00
University of the Cumberlands,15495.00
Wingate University,15492.00
University of South Carolina-Columbia,15487.00
Washington State University,15485.00
Medaille College,15459.00
Concordia University-Ann Arbor,15435.00
Anoka Technical College,15426.00
Polytechnic University of Puerto Rico-Orlando,15423.00
Viterbo University,15423.00
Long Island Business Institute,15423.00
Lourdes University,15411.00
Centenary College of Louisiana,15383.00
MidAmerica Nazarene University,15374.00
Akron Institute of Herzing University,15371.00
Northwood University-Texas,15370.00
Union College,15370.00
Bryant and Stratton College-Southtowns,15368.00
SUNY College of Agriculture and Technology at Cobleskill,15363.00
Charleston Southern University,15362.00
Southeast Missouri Hospital College of Nursing and Health Sciences,15356.00
Broadview University-Salt Lake City,15350.00
Bryan College-Dayton,15337.00
SUNY at Purchase College,15310.00
Herzing University-Brookfield,15308.00
Free Will Baptist Bible College,15304.00
Dixie State College of Utah,15291.00
University of Oklahoma Norman Campus,15289.00
Trinity Washington University,15276.00
Yeshiva of Machzikai Hadas,15262.00
Herzing University-Toledo,15262.00
Quincy University,15258.00
California Polytechnic State University-San Luis Obispo,15253.00
Tarleton State University,15250.00
Salem College,15243.00
Aquinas College,15242.00
Central Christian College of the Bible,15242.00
Waynesburg University,15242.00
Mildred Elley,15230.00
Spring Arbor University,15221.00
Spencerian College-Lexington,15203.00
National College-Lexington,15194.00
Lynchburg General Hospital School of Nursing,15186.00
University of Colorado Denver,15158.00
Andrew College,15148.00
Southwest Career College,15134.00
Lansdale School of Business,15128.00
Thomas More College of Liberal Arts,15123.00
Global Business Institute,15119.00
Fresno Pacific University,15109.00
Baptist Memorial College of Health Sciences,15105.00
Piedmont College,15100.00
Illinois College,15074.00
Ohio Valley University,15059.00
Faith Baptist Bible College and Theological Seminary,15049.00
Indiana University of Pennsylvania-Main Campus,15048.00
Nebraska Methodist College of Nursing & Allied Health,15037.00
Keene State College,15031.00
SUNY at Geneseo,15029.00
Johnson C Smith University,15026.00
Siena Heights University,15026.00
Michigan Technological University,15024.00
Cumberland University,15022.00
St Margaret School of Nursing,14998.00
Gupton Jones College of Funeral Service,14979.00
Mildred Elley School-Albany Campus,14970.00
University of Wisconsin-Madison,14940.00
Bethesda University of California,14929.00
Miller-Motte Technical College-Clarksville,14928.00
Bryant and Stratton College-Milwaukee,14926.00
College of Saint Elizabeth,14921.00
Southern Wesleyan University,14910.00
St Vincent's College,14910.00
Dakota County Technical College,14907.00
Virginia College-Jacksonville,14895.00
University of California-Santa Barbara,14890.00
American Academy McAllister Institute of Funeral Service,14888.00
University of Connecticut,14877.00
SUNY Maritime College,14866.00
Western Connecticut State University,14866.00
Virginia Commonwealth University,14852.00
North Greenville University,14847.00
Arkansas Baptist College,14843.00
University of Pittsburgh-Greensburg,14841.00
Morrison Institute of Technology,14824.00
John A Gupton College,14822.00
White Mountains Community College,14820.00
SUNY College at Cortland,14795.00
Carlow University,14794.00
Monmouth College,14793.00
University of St Francis,14775.00
University of Kansas,14768.00
Paier College of Art Inc,14762.00
Missouri University of Science and Technology,14747.00
Bloomsburg University of Pennsylvania,14727.00
Salisbury University,14722.00
Bryant and Stratton College-Wauwatosa,14714.00
Ouachita Baptist University,14713.00
Computer Career Center,14707.00
University of Oregon,14699.00
Portland Actors Conservatory,14687.00
Jones International University,14684.00
Kaplan University-Maine Campus,14681.00
Western Michigan University,14672.00
University of Rhode Island,14667.00
Gallipolis Career College,14659.00
McCann School of Business and Technology,14659.00
Framingham State University,14654.00
Hillsdale Free Will Baptist College,14654.00
Nebraska Christian College,14651.00
Northwestern Health Sciences University,14646.00
Citadel Military College of South Carolina,14640.00
Provo College-Provo,14637.00
The University of Texas at Austin,14629.00
Harding University,14617.00
Plymouth State University,14613.00
University of Akron Main Campus,14601.00
Shorter University,14599.00
Grace Bible College,14591.00
College of Biblical Studies-Houston,14577.00
Grace University,14577.00
Cortiva Institute-New Jersey,14573.00
Choffin Career  and Technical Center,14540.00
Central Bible College,14533.00
San Joaquin Valley College-Modesto,14531.00
National College of Business and Technology-Nashville,14528.00
Shawnee State University,14522.00
University of Massachusetts-Dartmouth,14509.00
Livingstone College,14489.00
Edinboro University of Pennsylvania,14488.00
Hilbert College,14487.00
Miller-Motte Technical College-North Charleston,14487.00
Texas Wesleyan University,14483.00
University of California-Los Angeles,14474.00
Missouri Valley College,14470.00
San Joaquin Valley College-Rancho Cucamonga,14468.00
Newport Business Institute-Williamsport,14467.00
College of St. Mary Magdalen,14461.00
Pennsylvania Institute of Health and Technology,14451.00
Midland University,14442.00
Oakland University,14440.00
Western Oregon University,14407.00
Paine College,14394.00
Columbia College,14393.00
Appalachian Bible College,14371.00
Holy Family University,14369.00
Kansas State University,14352.00
Kansas City Kansas Community College,14342.00
Columbia International University,14333.00
Mercy College,14332.00
Harrison College-Muncie,14324.00
Santa Barbara Business College-Santa Maria,14309.00
Everest Institute-Rochester,14306.00
Bryant and Stratton College-Glendale,14299.00
Bryant and Stratton College-Richmond,14287.00
Louisburg College,14285.00
Baptist Health Schools-Little Rock,14279.00
Rochester Community and Technical College,14263.00
University of Iowa,14245.00
Davis College,14245.00
University of the Ozarks,14242.00
University of California-Santa Cruz,14238.00
CBT College-Cutler Bay,14238.00
University of Charleston,14228.00
Miller-Motte Technical College-Madison,14224.00
Lincoln University,14220.00
Carson-Newman College,14191.00
Swedish Institute a College of Health Sciences,14184.00
Laurel University,14175.00
Central Maine Medical Center College of Nursing and Health Professions,14175.00
Silver Lake College of the Holy Family,14174.00
Wilberforce University,14171.00
Central Connecticut State University,14165.00
Cincinnati State Technical and Community College,14152.00
Western Illinois University,14133.00
Alverno College,14133.00
Lebanon College,14129.00
Samaritan Hospital School of Nursing,14128.00
University of Nevada-Reno,14127.00
Ohio State University-Newark Campus,14114.00
Bryant and Stratton College-Virginia Beach,14111.00
Alexandria Technical & Community College,14106.00
Truett-McConnell College,14096.00
Crossroads Bible College,14090.00
Saint Josephs College,14090.00
Auburn University,14087.00
Bryant & Stratton College-Hampton,14086.00
Husson University,14083.00
University of Michigan-Ann Arbor,14074.00
University of California-Davis,14072.00
Lakes Region Community College,14070.00
Pennsylvania State University-Penn State Shenango,14061.00
Hannibal-LaGrange University,14057.00
Vet Tech Institute,14035.00
SUNY at Binghamton,14031.00
Mississippi College,14022.00
Hamilton Technical College,14012.00
Minneapolis Community and Technical College,13993.00
Bridgewater State University,13954.00
Everglades University,13949.00
The University of Montana,13937.00
University of New Hampshire at Manchester,13928.00
Grand Valley State University,13920.00
Virginia College-Montgomery,13908.00
Universidad Politecnica de Puerto Rico-Hato Rey Campus,13895.00
Madonna University,13892.00
Salem State University,13872.00
National College-Willoughby Hills,13869.00
University of Vermont,13864.00
Messenger College,13841.00
Young Harris College,13836.00
Martin Luther College,13822.00
SUNY College at Oswego,13818.00
Technical Career Institutes,13815.00
Brenau University,13812.00
Hennepin Technical College,13794.00
University of Maine,13790.00
William Carey University,13790.00
San Joaquin Valley College-Rancho Cordova,13783.00
Mid-America Christian University,13776.00
Central Washington University,13775.00
The University of Tennessee,13758.00
Pennsylvania State University-Penn State New Kensington,13755.00
Virginia Military Institute,13745.00
Minnesota State College-Southeast Technical,13738.00
Alderson Broaddus College,13735.00
Villa Maria College,13730.00
Illinois State University,13722.00
Ramapo College of New Jersey,13722.00
Hiwassee College,13719.00
Aria Health School of Nursing,13719.00
Slippery Rock University of Pennsylvania,13710.00
Eastern Illinois University,13702.00
University of Northern Iowa,13701.00
Normandale Community College,13682.00
Du Bois Business College-Oil City,13659.00
Virginia College-Charleston,13654.00
New Jersey Institute of Technology,13649.00
Marion S Whelan School of Nursing of Geneva General Hospital,13645.00
Morgan State University,13641.00
University of Maryland-Baltimore County,13639.00
SUNY at Fredonia,13638.00
Jarvis Christian College,13629.00
University of Maryland-College Park,13625.00
Erie Institute of Technology Inc,13623.00
Vatterott College-Saint Joseph,13599.00
Emmaus Bible College,13585.00
College of Business and Technology-Kendall,13582.00
University of Minnesota-Morris,13581.00
Warner University,13581.00
Castleton State College,13571.00
Colorado Mesa University,13570.00
New England College of Business and Finance,13555.00
Iowa State University,13554.00
Universidad Central Del Caribe,13546.00
East Tennessee State University,13537.00
Martin Methodist College,13517.00
Ancilla College,13503.00
South Dakota School of Mines and Technology,13497.00
Morrisville State College,13490.00
Christian Life College,13489.00
Mansfield University of Pennsylvania,13485.00
University of Mary,13483.00
Wesleyan College,13482.00
Georgia Southern University,13465.00
University of Pittsburgh-Titusville,13465.00
Texas College,13438.00
Towson University,13418.00
Southern Illinois University Carbondale,13399.00
Flint Hills Technical College,13392.00
Moody Bible Institute,13378.00
University of Delaware,13376.00
Northeastern Illinois University,13373.00
University of Alabama at Birmingham,13373.00
Shippensburg University of Pennsylvania,13372.00
Taylor College,13362.00
Mountain State College,13359.00
Jose Maria Vargas University,13358.00
University of South Carolina-Salkehatchie,13355.00
Miles College,13354.00
Fortis College-Ravenna,13339.00
Crouse Hospital College of Nursing,13334.00
Chancellor University,13329.00
Century Community and Technical College,13310.00
Luther Rice University,13305.00
Metropolitan State University,13302.00
Cottey College,13297.00
Pennsylvania State University-Penn State York,13293.00
North Dakota State University-Main Campus,13284.00
Mississippi State University,13270.00
Southern Oregon University,13270.00
Seminar L'moros Bais Yaakov,13260.00
University of Idaho,13253.00
Tri-State Bible College,13250.00
Stark State College,13247.00
Harrisburg University of Science and Technology,13241.00
Trinity College of Florida,13238.00
University of Colorado-Colorado Springs,13226.00
Wilmington University,13222.00
University of California-Irvine,13217.00
University of Maine at Farmington,13210.00
Chicago State University,13205.00
Kutztown University of Pennsylvania,13201.00
Johnson State College,13191.00
Mercy College of Health Sciences,13179.00
New Hope Christian College,13177.00
SUNY College of Technology at Alfred,13160.00
New Hope Christian College,13159.00
University of Alabama at Huntsville,13155.00
Clarion University of Pennsylvania,13152.00
Northern Arizona University,13131.00
Herzing University-Kenosha,13130.00
Talladega College,13129.00
University of Nebraska-Lincoln,13108.00
Kentucky Wesleyan College,13100.00
Benjamin Franklin Institute of Technology,13094.00
Western Washington University,13086.00
The English Center,13083.00
Boise State University,13082.00
Virginia College-Austin,13069.00
University of Toledo,13065.00
Indiana University-Purdue University-Fort Wayne,13058.00
Peirce College,13046.00
Rosedale Bible College,13045.00
Phillips Community College of the University of Arkansas,13036.00
Minneapolis Business College,13010.00
Western State College of Colorado,12998.00
Graceland University-Lamoni,12997.00
Oklahoma State University-Main Campus,12990.00
Edward Waters College,12987.00
University of the Southwest,12984.00
SBI Campus-An Affiliate of Sanford-Brown,12983.00
State University of New York at New Paltz,12982.00
University of South Dakota,12961.00
Eastern Oregon University,12955.00
West Virginia Junior College-Bridgeport,12940.00
Ohio State University-Mansfield Campus,12938.00
University of Northern Colorado,12936.00
Michigan Institute of Aviation and Technology,12931.00
Central Michigan University,12918.00
Lyndon State College,12918.00
Bryant and Stratton College-Albany,12918.00
University of Kentucky,12916.00
Lincoln Christian University,12910.00
Brigham Young University-Hawaii,12900.00
Millersville University of Pennsylvania,12899.00
Pennsylvania State University-Penn State Wilkes-Barre,12897.00
Ohio State University-Lima Campus,12894.00
Lake Superior College,12893.00
Johnson University,12887.00
James Madison University,12875.00
University of Massachusetts-Lowell,12861.00
Ferris State University,12857.00
SUNY College at Oneonta,12848.00
Oklahoma Baptist University,12843.00
Paul Quinn College,12839.00
University at Buffalo,12838.00
Eastern Michigan University,12824.00
California Maritime Academy,12821.00
South Dakota State University,12815.00
Associated Beth Rivkah Schools,12790.00
Coastal Carolina University,12782.00
University of Illinois at Springfield,12781.00
Delaware State University,12772.00
Cleveland State University,12768.00
Lincoln Memorial University,12764.00
Saddleback College,12762.00
Pikes Peak Community College,12753.00
Cayuga Onondaga BOCES-Practical Nursing Program,12750.00
Black Hills State University,12738.00
The University of Tennessee at Chattanooga,12730.00
Fayetteville Technical Community College,12723.00
University of Maryland-University College,12699.00
SUNY at Albany,12697.00
Miller-Motte College-Fayetteville,12691.00
Community Christian College,12673.00
Georgia College & State University,12667.00
College of William and Mary,12660.00
Bryant and Stratton College-Henrietta,12646.00
Tiffin Academy of Hair Design,12639.00
Kaplan University-Mason City Campus,12635.00
Talmudical Seminary Oholei Torah,12633.00
George Mason University,12628.00
University of California-San Diego,12621.00
D G Erwin Technical Center,12619.00
Cambria-Rowe Business College-Johnstown,12611.00
Spartanburg Methodist College,12603.00
Du Bois Business College-Du Bois,12570.00
Baker College of Jackson,12549.00
Mount Mary College,12543.00
Blackburn College,12541.00
Purdue University-Main Campus,12534.00
SUNY Institute of Technology at Utica-Rome,12533.00
National University College-Ponce,12533.00
Philander Smith College,12527.00
Brown College of Court Reporting,12521.00
University of Mississippi,12516.00
Hawaii Medical Institute,12515.00
Bryant and Stratton College-Greece,12508.00
Pennsylvania State University-Penn State Brandywine,12503.00
University of South Florida-Main Campus,12503.00
Marygrove College,12496.00
University of South Carolina-Beaufort,12493.00
Campbellsville University,12492.00
Montana State University,12489.00
Cabarrus College of Health Sciences,12487.00
Pennsylvania State University-Penn State Worthington Scranton,12473.00
Florida State University,12464.00
Oregon Institute of Technology,12450.00
Keystone College,12449.00
Washburn University,12446.00
Allen University,12444.00
Caldwell Community College and Technical Institute,12444.00
Arkansas State University-Mountain Home,12435.00
Lackawanna College,12420.00
Calvary Bible College and Theological Seminary,12411.00
University of West Alabama,12388.00
University of Cincinnati-Clermont College,12381.00
Michigan State University,12366.00
University of Central Florida,12358.00
Dillard University,12355.00
Worcester State University,12354.00
Ozark Christian College,12347.00
University of Mary Washington,12344.00
Bryant and Stratton College-Buffalo,12344.00
Ohr Hameir Theological Seminary,12340.00
Indiana University-Northwest,12337.00
Talmudic College of Florida,12327.00
St. Francis College,12325.00
The University of Montana-Western,12316.00
Ohio Valley College of Technology,12306.00
Monroe College-Main Campus,12287.00
Berks Technical Institute,12283.00
SUNY College at Plattsburgh,12274.00
Valdosta State University,12262.00
West Virginia Junior College-Charleston,12257.00
Lock Haven University,12253.00
Medix School-Fortis College,12249.00
University of Maryland Eastern Shore,12237.00
SUNY College at Potsdam,12230.00
East Stroudsburg University of Pennsylvania,12214.00
Baker College of Muskegon,12190.00
Pennsylvania State University-Penn State Fayette- Eberly Campus,12185.00
University of Arizona,12185.00
Western Dakota Technical Institute,12172.00
University of Louisville,12169.00
Ball State University,12168.00
Portland State University,12168.00
Westfield State University,12163.00
Quincy College,12161.00
Blue Mountain College,12154.00
Everest University-Jacksonville,12148.00
Coker College,12142.00
Sonoma State University,12128.00
SUNY College of Technology at Delhi,12126.00
Brescia University,12119.00
National University College-Arecibo,12116.00
Louisiana College,12112.00
Career Technical College-Shreveport,12110.00
Truman State University,12103.00
Kennesaw State University,12099.00
Bluefield State College,12094.00
Lewis-Clark State College,12094.00
SUNY College at Brockport,12091.00
Florida Memorial University,12075.00
Miami University-Hamilton,12069.00
University of Nebraska at Kearney,12066.00
Bryant and Stratton College-Amherst,12065.00
Saint Joseph's College-New York,12063.00
Cambria-Rowe Business College-Indiana,12053.00
Fort Lewis College,12051.00
Lyon College,12031.00
Inter American University of Puerto Rico-Metro,12028.00
Lamar University,12016.00
Old Dominion University,12011.00
Montclair State University,12007.00
University of Cincinnati-Raymond Walters College,12001.00
Southeastern Bible College,12000.00
Carnegie Institute,11998.00
Jewish Theological Seminary of America,11988.00
Fond du Lac Tribal and Community College,11986.00
National Louis University,11965.00
University of North Dakota,11952.00
University of Wisconsin-Milwaukee,11926.00
Ilisagvik College,11925.00
Florida Atlantic University,11919.00
Lander University,11918.00
Minot State University,11906.00
Pennsylvania State University-Penn State Lehigh Valley,11882.00
Bryant and Stratton College-Syracuse North,11880.00
Barclay College,11878.00
Colorado State University-Fort Collins,11877.00
Grantham University,11873.00
National Paralegal College,11870.00
Eastern Kentucky University,11867.00
National University College-Bayamon,11860.00
Baker College of Clinton Township,11856.00
Southwest Minnesota State University,11848.00
Pennsylvania School of Business,11840.00
Missouri State University-Springfield,11826.00
Torah Temimah Talmudical Seminary,11803.00
University of Southern Mississippi,11799.00
Fort Valley State University,11786.00
University of South Carolina-Upstate,11780.00
University of South Florida-St. Petersburg Campus,11778.00
Indiana University-Purdue University-Indianapolis,11777.00
Morris College,11770.00
Dakota State University,11764.00
Lon Morris College,11743.00
Ohio State University-Marion Campus,11729.00
Indiana State University,11727.00
San Jose State University,11723.00
Bryant and Stratton College-Main Syracuse,11720.00
Red Rocks Community College,11709.00
Lincoln University of Pennsylvania,11695.00
Veeb Nassau County School of Practical Nursing,11689.00
The Evergreen State College,11686.00
Minnesota State University Moorhead,11684.00
University of Wisconsin-Stout,11684.00
Cheyney University of Pennsylvania,11679.00
University of Southern Indiana,11650.00
Rutgers University-Newark,11645.00
Carver Bible College,11636.00
Guilford Technical Community College,11631.00
Montana Tech of the University of Montana,11629.00
Lee University,11620.00
Pennsylvania State University-Penn State Abington,11618.00
Brigham Young University-Provo,11617.00
William Moore College of Technology,11612.00
Bemidji State University,11609.00
University of Houston,11609.00
Irvine Valley College,11591.00
University of Virginia-Main Campus,11590.00
Anoka-Ramsey Community College,11590.00
Tennessee Wesleyan College,11585.00
University of Florida,11579.00
Emmanuel College,11573.00
Minnesota State University-Mankato,11570.00
Somerset Christian College,11570.00
Texas A & M University-College Station,11550.00
Baker College of Flint,11545.00
Rabbinical College of America,11544.00
Georgia State University,11537.00
Ohio Mid-Western College,11535.00
Stephen F Austin State University,11506.00
University of California-Merced,11500.00
Baker College of Cadillac,11495.00
Donnelly College,11492.00
University of Wisconsin-La Crosse,11474.00
Baker College of Owosso,11455.00
Louisiana Delta Community College-Monroe Campus,11447.00
